miRNA	Tumor_1	Tumor_2	Tumor_3	Tumor_4	Tumor_5	Tumor_6	Tumor_7	Tumor_8	Tumor_9	Tumor_10	Tumor_11	Tumor_12	Tumor_13	Tumor_14	Tumor_15	Tumor_16	Tumor_17	Tumor_18	Tumor_19	Tumor_20	Tumor_21	Tumor_22	Tumor_23	Tumor_24	Tumor_25	Tumor_26	Tumor_27	Tumor_28	Tumor_29	Tumor_30	Tumor_31	Tumor_32	Tumor_33	Tumor_34	Tumor_35	Tumor_36	Tumor_37	Tumor_38	Tumor_39	Control_1	Control_2	Control_3	Control_4	Control_5	Control_6	Control_7	Control_8	Control_9	Control_10	Control_11	Control_12	Control_13	Control_14	Control_15	Control_16	Control_17	Control_18	Control_19	Control_20	Control_21	Control_22	Control_23	Control_24	Control_25	Control_26	Control_27	Control_28	Control_29	Control_30	Control_31	Control_32	Control_33	Control_34	Control_35	Control_36	Control_37	Control_38	Control_39
hsa-miR-1224-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1224-5p	0	0.590919	0	25.674566	0	0	0	0.1887	12.381024	0.900841	3.013293	0.537047	0.58395	1.811407	0	0	0.516957	0.681969	0	0	0.351418	0.215304	5.00654	0.649738	0.61868	1.49272	0.349564	0.272286	0.815788	1.587109	0	0.784425	0	0	0	0	2.362524	0.546422	1.354183	0.626004	0.449178	0	0.747858	0.335024	1.0247	0.125326	0.656604	0	1.468408	0.17534	0.192383	0	0.546391	0.13155	0.564398	0.898823	0	0	1.008032	0.451982	0	0	0.629892	1.339364	0.749166	0.406456	0.616968	0	0	0	0.185885	0.221647	0.268308	0	0.175771	2.370876	0.406498	0
hsa-miR-1225-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.18659	0.699128	0	0	0	0	0	0	0	0	0.56836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.191338	0	0	0.154242	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1225-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.201606	0	0	0	0.157473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1226-3p	0.90259	0.196973	0.615186	1.104283	0.612163	2.650491	1.276404	0.754798	2.184887	7.206725	0.33481	0.268524	0.291975	1.408872	1.18304	0.29402	0	2.38689	0.469106	0.837792	0.527126	0.430608	1.155354	1.299475	1.5467	0.74636	0	0.272287	6.526306	0	0.950732	1.307375	1.494464	0.952484	0.801216	1.989261	1.771893	1.092844	0.30093	0.939006	0.149726	1.041247	0.106837	0.167512	0.40988	0.250652	0.328302	0.760109	0.550653	0.35068	0.769531	0.417704	0	0	0.376266	0.199738	0	0.153668	0	0.677973	0.471798	1.058757	0	0	0.374582	0.203228	0.154242	0.902092	0.925908	0.483944	0.37177	0.221647	0.268308	0.49961	0.175771	0.197573	0	0.106526
hsa-miR-1226-5p	0	0	0	0	0	0	0	0	0	0.30028	0	0	0	0	0	0	0	0	0	0	0	0	0.385118	0	0	0	0	0	0	0	0	0	0	0	0	0	0.196877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1227-3p	0	0.196973	0	0.276071	0	0.441749	0	0.377399	0.728296	0.900841	0.33481	0	0	0	0	0	0	0	0	0	0	0	0	0.433159	0	0	0	0.136143	0	0.634843	0.475366	0.784425	0	0.714363	0	0.28418	0	0.546422	0.150465	0	0	0	0	0.167512	0	0	0	0	0	0	0.192383	0	0	0	0	0.099869	0.281904	0	0	0	0	0	0	0	0	0.203228	0	0.451046	0	0	0	0	0.134154	0	0	0	0	0
hsa-miR-1228-3p	0.541554	0	2.255682	0	0.306082	0.441748	1.276404	0.1887	0.364148	0.30028	0.33481	0	0.291975	0.402535	0.88728	0.44103	1.033914	1.363937	0	0.418896	0.351417	1.07652	0	1.082896	0.92802	1.30613	0.699128	0.544574	0	1.90453	0.475366	0	0.373616	0.714363	2.403648	0	1.181262	1.092844	0	0.939006	0	0.520623	0	0.837559	0.20494	0	0	1.368196	0	0.35068	0	0.208852	0.546392	0.2631	0.188133	0.099869	1.40952	0	0	0.225991	0.314533	1.058756	0	0.382675	0	0.203228	0	0.902091	0.462954	0	0.929424	0.443294	0.268308	0.333073	0.351541	0.395146	0.406498	0
hsa-miR-1228-5p	0.361036	0	0	0.552142	0	1.325246	1.06367	0	0.364148	0.90084	0.33481	0	0.291975	0.201267	0.88728	0.14701	0.258479	0.681969	0.156369	0.628343	0.351417	0	0	0.866318	0.15467	0.18659	0.349564	0.40843	0	0.317422	0.237683	0.261475	0.747232	0.238121	0.534144	0.56836	0.984385	0	0.60186	0.939006	0.149726	1.041246	0.213674	0.167512	0.40988	0	0.492453	0.304044	0.917755	0.17534	0	0	0.273196	0.13155	0	0	1.127616	0	0.403213	0.225991	0.157266	0.211751	0.314946	0.191338	0	0	0	0.451046	0.462954	0	0	0.664942	0	0.166537	0.175771	0.395146	0.203249	0
hsa-miR-1229-3p	0	0	0.205062	0.276071	1.224328	0.441749	0.212734	0.754799	0	4.203923	0.33481	0.268524	0	0.603802	0	0.14701	0	0.511476	0.078184	0.209448	0.175709	0	1.540472	0.216579	0.46401	0.37318	0	0.136143	8.565779	0.317422	0.950732	0.261475	2.241696	2.143089	1.33536	0	0.196877	0.819633	0.451395	0	0	0	0.106837	0	0	0.125326	0	0.304043	0.183551	0	0.192383	0	0.136598	0	0	0.099869	0	0.153668	0	0.225991	0.157266	0.211751	0	0.191338	0	0	0	0.451046	0	0	0	0	0	0	0	0.395146	0	0.106526
hsa-miR-1231	0	0	0	0	0	0	0.212734	0	0	0	0	0	0	0.201267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.634844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1234-3p	0	0	0	0	0	0.220874	0	0	0	0.30028	0	0	0	0	0	0.14701	0	0	0.078184	0.209448	0	0	0	0	0	0	0	0.136143	0	0	0	0	0	0	0	0	0	0	0	0	0.149726	0	0.106837	0	0.20494	0	0	0.304044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.314946	0	0	0	0	0	0	0	0	0	0	0	0.175771	0	0	0
hsa-miR-1236-3p	0.180518	0	0	0	0	0	0	0	0	0	0	0	0.291975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1237-3p	0.180518	0	0	0	0	0.441749	0.212734	0	0	0	0.33481	0	0	0	0	0	0	0.340984	0.156369	0	0	0.430608	0.385118	0	0	0	0	0.272286	0	0.317422	0	0	0	0.238121	0	0	0.393754	1.092844	0.30093	0.313002	0	0	0	0	0	0	0	0	0	0	0.192383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.166537	0	0	0	0
hsa-miR-1238-3p	0	0	0	0	0	0.220874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.099869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.185885	0	0	0	0	0	0	0
hsa-miR-1243	0	0	0	0.828213	0	0	0	0	0	0.30028	0.33481	0	0	0	0	0	0	0	0	0	0.175709	0	0.385118	0	0.15467	0	0	0	0	0	0	0	0	0	0	0	0	0	0.150465	0	0	0	0.213674	0	0	0.250652	0	0	0	0	0.192383	0.208852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1245a	0.180518	0	0	0	0	0	0	0.1887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.273211	0	0	0.149726	0.520623	0	0	0	0.125326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.197573	0	0
hsa-miR-1246	0.180518	0	0	0	0	0.220874	0.212734	0	1.092444	0	0.669621	0	0	0	1.18304	0	0.258479	0	0	0.837792	0	0.430608	0.385118	0	0	0	0	0.136143	0	0.317422	0	0	0	0	0	0	0	2.185688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1247-5p	13.719368	1.772755	5.331613	1.656424	6.121634	3.313114	4.467415	1.509596	0	3.303082	8.370259	2.685237	1.459874	31.19645	1.18304	2.793192	4.911093	1.022953	0.234553	2.094478	2.108502	7.535647	0	6.064222	0.77335	6.344059	2.796512	9.93847	1.631577	0.634844	0.237683	62.492565	0.747232	2.61933	0	0	5.31568	0	9.629748	4.382032	8.085199	22.907431	3.205102	2.680191	9.837128	3.007825	4.267921	5.016715	3.120367	9.6437	4.040034	3.550486	5.463911	2.49945	3.386387	5.392946	5.074274	3.227031	8.669077	12.655496	5.189793	10.799315	8.346075	7.653503	4.494994	4.877469	4.010293	3.608364	6.712833	3.871555	5.390662	1.994825	3.890469	2.831123	4.218494	4.939326	2.235734	1.810948
hsa-miR-1248	0	0	0	0	0	0.662623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.878544	0.215304	0	0	0	0.18659	0	0.272287	0.407894	0.317422	0	0	0.373616	0	0.267072	0	0	0	0.150465	0	0	0	0.106837	0	0	0	0	0	0	0	0	0	0	0	0	0.199738	0.281904	0	0	0.225991	0	0	0	0	0	0	0.154242	0	0	0	0	0	0.134154	0	0	0	0	0
hsa-miR-1249	2.888288	1.575783	1.435434	3.036778	0.612164	3.313114	1.06367	1.698298	1.82074	1.201121	1.33924	0	2.919747	2.213941	0.88728	0.73505	1.550873	1.193444	0.312737	2.93227	1.054252	0.430608	1.540473	3.681847	0.30934	2.98544	1.74782	4.35659	1.223682	0.952265	1.663781	0.52295	1.494464	0.714363	1.068288	0.56836	1.96877	2.185688	2.708366	3.443024	0.299452	0.520623	0.534184	1.675119	0.81976	0.375978	0	1.064151	0.917755	0.35068	0.577148	0.208852	0.409794	0.13155	0.188133	0.599215	3.664754	0.76834	1.008032	0.677973	0.471799	2.752767	0.944838	1.5307	0.374582	0.812912	0.616968	0.451046	0.462954	1.451833	0.185885	1.55153	0.67077	0.832683	0.351542	0.790292	0.812994	0
hsa-miR-1250-5p	0.361036	0	0.410124	0.276071	0	0	0.212734	0.1887	6.918807	0	0.66962	0	0	0	0.29576	0	0	0	0.312737	0	1.054251	0	0.385118	0.216579	0.15467	0	0	0	0	0	0.237683	0	0	0	0.267072	1.705081	0.590631	3.00532	0.150465	0.313002	0.149726	0	0	0	0	0	0	0	0.183551	0	0	0.208852	0	0	0	0	0	0	0.201606	0	0	0	0	0	0	0	0	0.225523	0	0	0	0	0	0.166537	0.351542	0	0	0
hsa-miR-1251-5p	0.180518	0.393946	0	1.656424	0	0	0	0.566099	1.092444	3.603362	0	0	0	0	0	0	0	0	1.172767	0	0.175709	0	0.770237	0	0	0	0	0	0	0	0	0	0	0	0.267072	8.809586	0	0	0	0.313002	0	0	0.106837	0	0	0.125326	0	0.152022	0	0.17534	0.192383	0	0.273196	0.2631	0	0.099869	0.281904	0.307336	0	0	0.157266	0	0.157473	0.382675	0	0	0	0	0	0	0.185885	0.221647	0	0.166537	0	0.197573	0	0
hsa-miR-1252-5p	0	0	0	0	0	0	0	0	0	0.30028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1255a	0	0.393946	0	0	0	0	0	0	0	0	0.33481	0	0	0	0	0	0.516957	0	0	0.628344	0	0.215304	0	0	0	0	0.349564	0	0	0	0	0	0	0	0	0.56836	0.196877	0	0	0	0	0	0.320511	0	0	0.125326	0	0.152022	0.183551	0	0.192383	0	0.273196	0.13155	0.376265	0.199738	0.281904	0.461004	0.201606	0	0	0	0.157473	0.382675	0	0.406456	0	0	0	0	0	0	0	0.166537	0.175771	0	0.406497	0
hsa-miR-1256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.29576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.28418	0	0.273211	0.150465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1257	0.180518	0	0	0	0	0	0	0	0.364148	0.60056	0	0	0.291975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.166537	0	0	0	0
hsa-miR-1258	0.361036	0.393946	0.820248	1.380354	0.306082	0.441748	1.489138	0.3774	0.728296	0.60056	2.008862	0.805571	0	0.603801	0.59152	0.29402	2.326309	0	0.234552	2.722823	0.527127	1.07652	0	0.649737	0.15467	0.37318	0.699128	0.816859	0	0	0.237683	0.784425	0	0.476242	0	0.56836	0.590631	0.273211	0.60186	0.939006	1.347534	3.644364	1.38888	1.005072	0.61482	2.005216	0.820755	0.608088	1.651959	1.22738	2.116209	0.208852	2.458761	1.3155	0.564398	3.495425	1.973328	1.383012	1.411244	0.903964	1.100864	2.117512	0.787365	0.574013	0.561873	3.251648	2.005146	0	1.851816	3.38761	2.416504	2.216471	0.939078	0.832684	1.581938	1.778157	1.422742	0.532631
hsa-miR-125a-3p	19.315426	6.894048	4.306302	5.797482	9.488533	7.067977	4.254681	8.302781	16.022502	2.70252	12.387983	11.546516	3.503697	4.629149	7.394	3.528242	5.42805	4.944274	4.378331	2.094479	12.299597	7.535647	10.013077	9.74607	7.26949	10.822218	8.389535	13.88663	9.789461	9.205231	9.745008	7.321304	7.098704	5.476781	6.409727	9.946306	5.118803	7.376695	8.275563	8.607561	7.935473	14.577456	6.837554	5.360381	9.017366	6.01565	5.252825	4.408629	7.892692	4.90952	6.348626	6.89212	4.644325	3.683401	2.633856	4.194513	4.510466	7.837075	5.241768	7.231712	4.088927	5.717284	8.346075	8.036176	7.491658	9.348483	4.010292	1.804183	4.166586	1.935777	3.903582	4.211296	4.695392	4.829562	3.339642	5.927191	4.26822	2.556633
hsa-miR-125a-5p	894.82769	401.233601	206.087348	219.200048	619.509277	269.024839	229.114568	277.010925	186.443654	253.73676	187.828637	290.274048	187.155799	224.211907	230.101269	219.04507	196.960655	502.610917	480.209081	237.094926	225.43402	368.816114	280.3662	329.200635	353.575615	347.243927	336.979636	273.648319	270.841763	245.684413	241.010703	228.790767	491.305023	321.939485	273.748702	354.941069	184.080048	143.162514	342.608336	432.099568	396.324469	395.153203	290.061779	304.53659	531.819726	308.678064	495.40706	514.745341	565.336987	479.730256	456.139081	333.328042	299.012509	302.565092	279.376906	335.161643	608.349156	479.290913	420.349426	360.455644	635.513755	401.268644	665.008998	589.12828	451.372395	493.234038	291.363201	227.552478	350.224672	353.279423	347.418823	334.908875	487.113493	348.727644	443.996425	380.130552	325.604198	419.500801
hsa-miR-125b-1-3p	5.054504	2.954594	0.820248	0.276071	1.530409	1.325245	5.105616	2.453095	0	0.60056	0.33481	1.611142	0.58395	0.402534	0.88728	1.02907	3.360222	1.53443	1.016398	2.932271	0.527126	1.07652	1.540473	2.598951	0.92802	0.55977	0.699128	2.859012	1.223682	0	0.475366	2.0918	0.747232	0.238121	0.801216	0	0.984385	4.644586	0.752324	0.313002	0.74863	2.082494	0.961532	0.502536	0.20494	0.62663	0.328302	0.304043	0.550653	1.7534	0.577149	0.417704	0.819588	0.2631	0.564398	0.798954	0.563808	1.383013	0.604818	0.677973	0.314532	0.423503	0.314946	0.574013	0.936455	1.422595	0.154242	1.57866	0.462954	0	1.11531	0	0.67077	0.999221	0.351542	0.395146	0.406497	0.106526
hsa-miR-125b-2-3p	24.189412	40.77337	10.663225	8.282118	13.467595	4.638359	11.913107	3.962692	16.750797	20.419052	2.008862	17.991085	5.547521	16.101391	4.73216	15.87709	12.923929	11.081991	5.863835	4.398405	6.852635	10.980514	16.174972	18.409244	10.36289	26.122597	12.933866	5.17345	2.855259	0.952266	11.171107	4.968026	5.230624	6.905508	7.478014	3.410161	15.35641	1.639266	17.303452	13.459094	14.523414	18.742444	22.542557	11.055786	21.518717	17.670971	11.654707	17.482491	19.272852	21.56682	20.584936	11.278015	34.969031	23.021255	16.367535	28.163165	29.599935	22.896551	19.555822	16.949325	21.860035	17.998856	17.951934	21.429807	24.347888	17.884053	10.334215	8.569865	15.740436	13.550442	16.72964	10.86071	13.415407	13.32293	17.928599	26.079641	13.820904	13.42232
hsa-miR-126-3p	3076.748669	969.106195	1048.482202	2533.775859	741.635862	575.819173	2529.195088	701.207488	1080.790552	2145.50197	1808.980619	1183.652174	650.227713	1682.394373	847.648118	699.033098	864.352268	3061.186909	1825.920371	1280.354488	954.09721	1568.921784	715.164883	1242.515825	975.813015	1811.228798	509.314657	479.905635	855.762076	586.912766	937.897675	570.277332	580.972859	1524.926381	864.778826	1343.319801	886.143634	785.208145	612.69264	5492.093483	2472.573586	2219.938418	4356.589028	2234.608425	2050.836226	2236.443388	3318.964669	2515.198368	2431.683248	1453.56865	2194.123253	1818.893432	1377.72506	1599.780047	1273.281411	1957.539733	2136.269647	2099.260394	1973.525444	2593.246711	3220.974314	1645.730817	4132.724647	3512.000501	2459.13675	2009.110704	1478.101409	975.611516	2095.792582	1643.475241	2423.752816	2144.436378	3528.923286	3184.679435	2605.095413	1246.290811	2327.399289	1613.767806
hsa-miR-126-5p	156.870136	80.167933	167.945808	374.627789	121.208336	74.213748	460.143744	120.579006	204.286894	330.608489	334.810405	251.606646	103.359052	313.574641	136.936873	153.478559	171.37128	389.915594	184.046267	186.82745	155.853449	256.427314	137.487272	223.943066	189.316078	384.56192	152.060313	91.760679	120.328794	105.066591	144.273666	100.144986	96.392924	230.739172	171.19309	222.228916	159.076661	168.571129	90.579804	929.460096	472.984134	197.316288	778.092058	395.328028	407.421046	384.500325	513.956101	620.096352	470.257585	392.936953	581.957286	400.369585	441.620574	459.109642	314.369567	496.650431	562.116873	478.368905	353.617697	654.243941	640.07448	298.145779	736.029378	617.637573	513.740447	504.41157	290.283507	191.694359	409.714256	368.2817	549.28979	436.201633	647.159321	596.534107	590.237528	322.044073	453.447543	253.319681
hsa-miR-1260a	0	0	0	0	0	0.220874	0	0	0	0	0	0	0	0	0	0	0	0.170492	0	0	0	0	0	0.216579	0	0	0.349564	0	0	0	0	0	0	0	0	0	0	0.273211	0	0	0	0	0.106837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1260b	0.361036	0.196973	0.410124	0.276071	0	0.220874	0.212734	0	0.364148	0.30028	0.33481	0	0	0.201267	0	0	0.258479	0.170492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.13672	0.196877	0.273211	0	0	0.149726	0	0.213674	0	0	0	0	0.152022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.197573	0	0
hsa-miR-1262	0.180518	0.787892	1.02531	0.828213	0	0.662622	1.701872	0.943499	0	2.101961	4.687345	0.268524	0.291975	1.006336	0	0.14701	1.550873	0	1.563687	0.628344	0.175709	0	0.385118	0.433158	1.85604	0.93295	1.398256	1.089147	1.223682	0.317422	0.713049	0	0	3.333694	0	1.13672	1.771893	6.283852	0.902789	0.313002	1.048082	2.603116	1.70939	0.335024	1.22964	1.002608	1.149057	1.064152	1.284857	0.52602	0.577148	1.461964	1.092783	1.97325	0.376266	1.597909	2.819041	1.690349	1.209637	0.225991	1.100863	1.058756	1.732203	1.339364	0.561873	2.235507	1.079694	1.127615	0.925908	0.967889	1.11531	0.886588	0.804924	1.831903	1.054624	1.580584	0.406498	1.384842
hsa-miR-1263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.157473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1266-5p	21.481641	46.682556	1.230372	11.871035	11.325022	8.172347	6.594755	7.547982	24.033752	21.920454	16.405709	8.592755	3.503696	26.768565	67.137517	7.350506	12.923929	33.586958	58.403806	12.357422	10.015386	8.827472	27.343405	4.115008	11.13624	10.262449	34.956394	3.131297	12.644721	28.567954	8.794275	12.027857	14.197408	58.577748	9.614589	24.439496	6.300065	27.047879	8.576493	5.477538	4.0426	9.371222	5.982857	4.857845	9.427247	4.76239	6.730183	8.817256	4.038122	3.5068	6.348626	5.221304	5.054118	9.208503	7.901569	7.090726	15.504728	7.376071	8.064258	9.265631	2.516263	6.564289	5.354086	4.783439	3.371245	7.112975	6.940891	6.540161	6.712833	19.357777	6.505972	5.097886	1.878156	3.164196	6.679282	8.495641	10.975422	2.663159
hsa-miR-1267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1269a	18.593354	5.515239	0	522.325553	0.918246	40.419989	0.850936	4.340091	151.121321	0.30028	3.013293	0	18.686383	305.523943	361.122942	6.762466	0.258479	1371.439014	0.70366	0.209448	0.878543	0.861217	0.385118	13.644499	0.30934	23.696926	0	36.758729	1.223682	0.952265	0	0.261475	482.711855	0	210.185588	71.897591	0.393754	816.627398	0.30093	0	0	0	3.311939	0.167512	0.20494	0	0	0.152022	0.183551	0	0	0	0	0.65775	0	0.099869	0.563808	0.153668	0	0.451982	0	0	0	0	0	0	0.308484	0	0	0	0	0.221647	0.134154	0	0	0.197573	0.609746	0
hsa-miR-127-3p	756.189872	244.640222	537.262539	560.423296	316.794516	492.991329	409.087573	641.767136	750.872681	133.024124	269.857186	326.256216	331.391311	969.303899	519.354534	437.943134	562.707802	428.9583	37.215812	570.95474	511.838889	129.182525	469.074222	950.350264	240.357177	156.735572	45.443313	1222.159683	250.854945	218.703567	114.32559	560.341274	4809.932208	73.817486	531.206018	131.007073	111.826168	206.820658	3688.794873	224.422592	210.215171	640.887473	341.984442	149.420593	501.283641	382.244457	267.401625	282.1522	312.403751	307.020351	186.226332	219.712468	675.612546	404.253274	208.450916	290.520028	382.543931	207.451981	143.745392	186.894556	130.531159	264.689079	124.561239	360.67126	146.461913	118.888302	141.594187	131.028731	76.387403	71.139829	337.381038	190.173273	90.554008	210.668801	155.732715	483.263685	305.279341	167.139856
hsa-miR-127-5p	193.154253	42.152181	76.283078	120.090708	31.832493	108.891006	88.071895	125.296496	124.538536	31.52942	52.900043	60.417817	79.125151	92.180479	116.825195	50.571478	99.77272	137.246197	17.513323	89.434218	69.756281	13.564164	105.90756	115.86996	59.083939	19.778537	1.74782	171.268449	22.434182	35.233812	20.678431	54.386832	891.821361	18.09719	112.437272	47.173913	27.759664	41.80127	461.776451	22.223158	13.475333	28.113666	24.572454	24.624247	46.521415	31.206186	15.430173	25.235596	26.431341	27.703721	21.931615	19.632102	41.525723	29.335658	12.604885	22.870088	31.855169	10.603101	8.669076	17.627298	19.029239	28.79817	14.015107	39.798209	9.36457	6.096836	11.259668	12.403753	2.31477	5.807333	22.492069	17.288479	11.939713	22.648979	12.47971	41.292767	20.528107	15.552846
hsa-miR-1271-5p	1.083108	0.393946	1.435434	1.104283	0.306082	2.650492	0.850936	1.886997	1.092443	1.801682	1.674052	0.805571	0.291975	0.402535	1.18304	1.764121	0.516958	1.193445	1.407321	0.418896	0.878543	0.861217	1.155355	1.732636	1.5467	1.11954	0.349564	1.089147	0.815788	0.952265	0.237683	1.0459	0.373616	1.666847	0.534144	0.85254	0.196877	0.546422	1.956042	0.939006	0.598904	1.56187	0.96153	0.83756	0.61482	1.002608	0.492453	0.304044	1.101306	0.52602	0.384766	1.253113	1.229381	0.39465	0.752531	0.499346	0.281904	0.461004	0.201606	0.225991	0.629065	0.423502	0	0.956688	0.187291	0.203228	0.462726	0.676569	0.694431	0	0.929425	0.664941	0.804924	1.165756	0	0.790292	1.016243	0.106526
hsa-miR-1273c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.273211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1275	0.180518	0.393946	0.205062	0.552141	0	0	0.425468	0	0.364148	0.30028	0	0.537047	0	1.61014	0	0.14701	0	0.170492	0.70366	0	0.175709	0.645912	0.770236	0.866318	0.30934	0.74636	2.097384	0.272286	0	1.269687	1.188415	1.0459	0	0	0	1.136721	0.196877	0	0.150465	0.626004	0.299452	0	0.106837	0.502536	0	0.125326	0.164151	0.152022	0.183551	0.35068	0	0	0	0.13155	0	0.099869	0.563808	0.153668	0.403213	0	0	0	0.629892	0	0.187291	0.203228	0	0.225523	0	0	0	0.443294	0	0	0	0.197573	0	0
hsa-miR-1276	0.361036	0.196973	0	0.828212	0	0.662623	0.212734	0.754799	0.364148	2.101961	1.339242	0	0.291975	1.408871	0.29576	0	1.033914	0.170492	0	0	0.527126	0	4.62142	0.649738	0.30934	0.37318	0	0	0.407894	2.221953	0.475366	0	0	0.476242	0.801216	0.56836	0.196877	0.273211	0	0	0.149726	0	0.106837	0	0.20494	0	0.164151	0	0	0	0	0.208852	0	0	0.188133	0.099869	0	0	0	0	0	0	0	0	0	0	0.154242	0.225523	0	0	0	0.221647	0	0	0	0.197573	0.203249	0
