miRNA	Tumor_1	Tumor_2	Tumor_3	Tumor_4	Tumor_5	Tumor_6	Tumor_7	Tumor_8	Tumor_9	Tumor_10	Tumor_11	Tumor_12	Tumor_13	Tumor_14	Tumor_15	Tumor_16	Tumor_17	Tumor_18	Tumor_19	Tumor_20	Tumor_21	Tumor_22	Tumor_23	Tumor_24	Tumor_25	Tumor_26	Tumor_27	Tumor_28	Tumor_29	Tumor_30	Tumor_31	Tumor_32	Tumor_33	Tumor_34	Tumor_35	Tumor_36	Tumor_37	Tumor_38	Tumor_39	Tumor_40	Tumor_41	Tumor_42	Tumor_43	Control_1	Control_2	Control_3	Control_4	Control_5	Control_6	Control_7	Control_8	Control_9	Control_10	Control_11	Control_12	Control_13	Control_14	Control_15	Control_16	Control_17	Control_18	Control_19	Control_20	Control_21	Control_22	Control_23	Control_24	Control_25	Control_26	Control_27	Control_28	Control_29	Control_30	Control_31	Control_32	Control_33	Control_34	Control_35	Control_36	Control_37	Control_38	Control_39	Control_40	Control_41	Control_42	Control_43
hsa-miR-1180-3p	12.25262	8.993759	17.022323	24.035521	12.399356	17.512064	8.081818	6.924853	33.133694	21.228867	152.070049	13.055268	176.131302	46.002092	31.995456	31.692637	25.625907	20.332269	13.120028	9.580467	11.337476	14.704282	45.50452	30.224067	23.510683	21.031356	38.359871	37.63374	11.924439	20.560793	9.270042	20.912288	3.621329	23.217247	13.67234	13.690254	12.715031	47.378135	5.793831	13.178466	11.171076	9.35787	5.792316	2.758159	60.566933	10.921919	7.254207	6.126135	7.027513	6.93359	13.939368	7.222746	5.784785	16.780283	8.536519	16.718785	12.752739	10.490741	13.627634	8.598564	15.87897	7.451419	9.039268	8.821352	9.376444	15.566299	12.972539	7.185261	14.304039	13.30397	14.349621	8.727483	5.018132	2.583635	20.81086	5.435907	3.31935	6.213411	14.855892	8.035464	13.299818	5.884559	38.785532	4.682074	9.838154	4.031596
hsa-miR-1181	0	0	0.205088	0	0	0.208477	0	0	0.728214	0.412212	0	0	0	0.890363	0	0	0	0.423588	0.380291	0	0	0	0.429288	0	0.114686	0.175261	0	0	0	0	0.403046	0	0.278564	0.829188	0.47146	0	0	0	0.13474	0.138721	0	0	0	0	0.264484	0	0	0.125023	0	0	0.135334	0.277798	0.128551	0	0.34146	0	0.257632	0	0	0	0	0.317082	0.196506	0	0	0	0.085911	0	0.386596	0	0	0.375376	0	0.12303	0	0	0	0	0	0	0.187321	0	0	0	0	0
hsa-miR-1182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.189776	0	0	0	0	0	0	0	0	0	0	0	0.278768	0	0	0	0	0	0	0	0	0	0	0	0	0.122759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1193	0	0.124913	0	0	0.729374	0	0	0	0	0	0	0	0	0	0	0	0	0.141196	0	0	0	0	0	0	0	0	0	0	0	0	0	0.165971	0	0	0	0	0	0	0	0	0	0	0	0.145166	0.264484	0	0	0.125023	0.494895	0	0	0.277798	0	0	0	0	0	0	0	0	0	0	0	0.124244	0	0	0	0	0	0	0	0.750751	0	0	0	0	0	0	0	0	0	0.17832	0	0	0	0
hsa-miR-1197	0	0.249827	0.205088	0	0	0	0	0	0.364107	0	0	0	0	0	0	0	0	0	0	0.140889	0.195474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13474	0	0	0.505831	0	0	0	0	0	0	0.197958	0	0	0	0.257102	0	0.17073	0.290761	0	0	0.200406	0	0	0	0	0	0.340962	0	0.257733	0	0	0	0	0	0	0.12303	0	0	0	0.253608	0	0	0.187321	0	0	0	0	0
hsa-miR-1204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-122-5p	0	0.124913	0	0	0	0	0	0	0	0.618317	0	0.169549	0	0	0	0	0.108584	0	0	0.140889	0.097737	0	0	0	0	0.175261	0	0.139384	0	0	0	0	0	0	0	0	0.254301	0	0.13474	0	0.245518	0	0	0	0	0	0	0	0	0	0	0	1.285508	0	0	0	0	0	0	0	0	0	0	0	0.170481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7832	0	0.814273	0	0
hsa-miR-1224-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1224-5p	0	0	0	0.681859	0	0.833908	0.323272	0.301081	0	0.412211	0.574934	0.678196	1.320985	0.296788	0.280662	0.759105	22.151208	1.129571	0	0.140889	0.390948	0.175051	1.287864	0.202846	0.114686	0	0.532776	0.557536	0.132494	0.195817	0	3.485382	0	1.658375	0	5.029073	0.254301	0.966901	0	0	0	0	0	0.580664	0.528969	0.136524	1.057905	0.125023	0.197958	0	0	0	0.257102	0.479436	0	1.017665	0.386447	1.697033	0.200406	0	0.348988	0.634163	0.196506	0.496978	0	0	0.773198	0	0.386596	0.266079	0.538111	0	0	0.12303	0	0	0.829837	0.507217	0	0.472674	1.311249	0	0	0.203568	0.228794	0
hsa-miR-1225-3p	0	0	0	0	0	0	0	0	0	0	0.862401	0	0	0.296788	0	0	0	0	0	0	0.097737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.269481	0	0	0	0	0	0	0	0	0	0.098979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.171822	0	0	0	0	0	0	0	0	0.164724	0	0	0	0	0	0	0	0	0	0
hsa-miR-1225-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.278564	0	0	0	0	0	0.13474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.159812	0	0	0.257631	0	0	0	0	0	0	0	0	0	0.085911	0	0	0	0	0	0	0	0	0	0	0	0	0	0.187321	0	0	0	0	0
hsa-miR-1226-3p	0.612631	0	0	1.022788	0	0.625431	0.323272	0	0.364107	0.206106	2.87467	0.508647	3.082298	0.593576	2.245295	0.379553	0.651506	0.141196	0.570436	0.140889	0.586422	0.175051	0.429288	0.405692	1.376235	1.051567	3.196656	0.557537	1.05995	4.503792	0.604568	0.165971	0.278564	0	0.47146	0	0.254301	1.933801	0.673701	0.832324	1.473109	0.50583	0.482693	0.290332	0.396726	0	0.906776	0.500092	0.296937	0.133338	0	0.833394	0.385652	0.479437	0.512191	0.290761	0.644078	0.154276	0	0.477698	0.174494	0	0	0.372733	0.340962	0.409639	0.257733	0.489904	0.386596	0.532159	0.538111	0.187688	0	0.492121	0.945948	0	0	0.380413	0.450179	0	0.936607	0.17832	0.546275	0.610705	0.457589	0.383962
hsa-miR-1226-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.266388	0	0	0	0	0	0	0.414594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1227-3p	0	0.124913	0.205088	0	0	0	0	0	0	0.206106	1.149868	0.169549	0.440328	1.483938	0.280662	0.189776	0.108584	0	0.380291	0	0	0.350102	0	0.202846	0.229372	0.350523	0.266388	0	0.132494	0.195817	0	0	0	0	0	0.279393	0.762902	0	0	0.138721	0.122759	0	0	0	0.132242	0.136524	0	0	0	0	0	0.277798	0.128551	0.159812	0.17073	0	0	0	0.200406	0	0	0.158541	0	0.496978	0	0.409639	0	0.326603	0.193298	0	0.17937	0	0	0	0.315316	0	0	0.126804	0.450179	0	0	0	0	0	0	0.191981
hsa-miR-1228-3p	0	0.74948	0.205088	0.852324	0.729374	0.208477	0.323272	1.505404	0.364107	1.236634	2.587203	1.186843	1.761313	4.451815	0.841986	0	0.542921	0.847178	1.521162	0.563557	0.684158	0.350102	0.643932	1.825615	1.261548	1.226829	0.799164	0.696921	0.529975	1.95817	1.41066	1.161795	0.557128	0.829188	0.70719	1.117572	1.525805	2.900701	0.404221	0.554883	0.859313	0.505831	0	0	0.396726	0.955668	1.511293	1.125208	0	0.133338	0	0.555596	0.385653	0.639249	1.195113	0.145381	0.128816	0.617103	0.601219	0.159233	0.523483	0.158541	0.589517	1.242443	0.340962	0	0.257733	0.653206	0	0.532158	0.35874	0.281532	1.50544	0.24606	0	0.329448	0.276612	0.760825	0.900357	0	1.31125	0	1.09255	0.203568	0.228794	0.575943
hsa-miR-1228-5p	0.612631	0.249827	0.410176	0.340929	0	0.416954	0.323272	0	0	0.412211	2.587203	0.678196	0.880656	2.077514	1.122648	0.379553	0.108584	0.282393	0.380291	0	0.390948	0.700204	0.429288	0.608538	0.458745	0.175261	1.864716	0.278768	0.529976	0.979085	0.201523	0	0.278564	1.243781	0	0.838179	0.254301	0	0.26948	0.971045	0.736554	0.252915	0.965386	0	0.264484	0.409572	0.302258	0.250046	0	0.266677	0.135334	0	0.128551	0.479436	0.682922	0.436142	0	0.771378	0.200406	0	0.174494	0	0.196506	0.993955	0.340962	0	0.257733	0.489904	0	0.266079	0.35874	0.375376	0	0.24606	0.315316	0.164724	0.414918	0.507216	0.450179	0.945348	0.374642	0	0.546275	0.203568	0	1.343866
hsa-miR-1229-3p	0	0.124913	0	0.68186	0	0.208477	0	0	0.728213	0	0.574934	0.508647	2.201641	0.593576	2.80662	0.189776	0.108584	0	0.190145	0	0.390948	0.175051	0	0	1.032175	0.525784	1.065552	0	0.397482	3.133073	1.007613	0	0.278564	0	0.23573	0.279393	0	0.3223	0	0.138721	0.613795	0	0	0.145166	0	0	0.151129	0.125023	0.098979	0	0	0	0	0.319624	0	0.290761	0	0.154276	0	0	0	0	0	0.124244	0.170481	0	0.171822	0	0	0	0	0	0	0.12303	0.315316	0	0.138306	0.634021	0	0	1.123927	0.17832	0	0	0	0.383962
hsa-miR-1231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.140889	0	0	0	0	0	0.175261	0.266388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1234-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.280662	0.189776	0.108584	0	0	0	0	0	0	0	0.114686	0	0.532776	0.278768	0.132494	0.195817	0.201523	0	0	0	0	0	0	0	0	0.138721	0.122759	0.252915	0	0	0	0	0.151129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.093844	0	0	0	0	0	0	0	0	0	0	0.273138	0.203568	0.457589	0
hsa-miR-1236-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.202846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.122759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.085911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1237-3p	0	0	0	0	0.729374	0	0.323273	0	0	0.206106	0	0	0	0.296788	0.561324	0.189776	0.108584	0	0	0	0	0	0	0.405692	0	0	0	0	0.132494	0.587451	0.201523	0	0	0	0.23573	0.279393	0	0.3223	0	0	0.122759	0	0.965386	0	0	0	0.151129	0	0	0	0.135334	0.277798	0	0.159812	0	0	0	0	0	0	0	0	0.196506	0	0	0	0	0.163301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1238-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.128816	0	0	0	0	0	0	0	0	0	0	0	0.193298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1243	0	0.124913	0	0	0	0	0	0	0	0	0	0.339098	0	0	0	0	0.217168	0	0	0	0	0.175051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.151129	0	0.197958	0.266676	0	0	0.257102	0	0	0	0.257632	0	0	0	0	0	0	0	0.170481	0	0	0.163301	0	0.266079	0.17937	0.375376	0	0.12303	0	0	0.276612	0	0	0	0	0.17832	0	0	0.228794	0
hsa-miR-1245a	0	0.249826	0	0.170465	0	0.208477	0.161636	0	0	0	0	0	0	0	0.280662	0	0.108584	0.141196	0	0.281778	0.097737	0.175051	0	0	0.229372	0	0	0.139384	0.397482	0	0	0.165971	0	0	0	0	0	0.6446	0	0.277442	0.122759	0.252915	0	0	0.132242	0	0	0	0	0.133338	0	0	0.128551	0.319624	0	0.290761	0.128816	0	0.200406	0	0	0	0	0.124244	0	0	0.257733	0	0	0	0.17937	0.093844	0	0	0	0.164724	0	0	0	0	0	0	0	0.203568	0.228794	0.575943
hsa-miR-1246	0	0.124913	0	0	0	0	0	0.301081	0	0.824423	1.437335	0	9.687222	0.296788	0.561324	0.948881	0.108584	0.282393	0	0	0.488685	0	0	0	0	0	0.266388	5.435984	0.264988	0	0	0.165971	0.278564	0.829187	0	0.279393	0	0.3223	0	0	0	0.252915	0	0	0.132242	0	0	0	0	0.133338	0	0	0.642754	0	0	0	0.128816	0.154276	0	0	0	0	0	0	0	0	0	0	0	0	0	0.093844	0	0	0	0.164724	0	0	0	0	0	0	0	0	0	0
hsa-miR-1247-5p	0.612631	9.743241	3.691588	6.818587	51.056171	28.561345	19.07309	12.043224	8.374451	18.343391	2.012269	102.746659	0.440328	22.555864	8.700519	13.09456	6.840814	11.013312	4.943779	2.958673	5.277791	18.380352	1.502508	0.811384	0.688118	5.958885	68.461713	2.787684	7.287158	2.545621	11.889839	4.149264	38.441793	0.414594	61.054075	12.293288	36.873588	3.867602	26.948054	4.161621	73.900966	23.268217	3.378851	3.338825	1.057938	3.4131	25.389724	18.878498	18.806022	21.46746	12.856699	44.447667	27.252766	11.186856	40.804563	11.63046	13.783264	24.529819	27.455673	24.999527	8.899203	26.634862	3.144093	10.188039	38.869624	1.228918	12.97254	11.104495	37.113182	29.002652	17.937027	15.202714	46.166814	14.271504	8.828849	19.437488	2.904429	21.303124	5.402144	12.76221	20.043388	16.583757	15.568841	21.374684	28.828077	6.719327
hsa-miR-1248	0	0.124913	0.410176	0.170465	0	0.208477	0	0.301081	0.364107	0	0	0.169549	0.880657	0	0	0.569329	0.434337	0	0.38029	0	0.195474	0.350102	0	0	0	0	0.266388	2.230146	1.324938	1.370719	1.813705	2.489559	3.342765	0.414594	0.23573	0.279393	1.780105	0.3223	0.943182	0.138721	0	0.758746	0	0	0	0.136524	0	0	0	0	0	0.277798	0	0.479437	0.17073	0	0.128816	0	0.601219	0	0.523482	0.317082	0	0	0	0.409639	0.171822	0	0	0.266079	0.17937	1.783036	2.25816	3.075754	0.315316	1.15307	0.276612	0.126804	0	0	0.749286	0.8916	0.273138	0	0	0
hsa-miR-1249	4.901048	2.498266	1.435617	3.23883	12.399356	2.293247	0.969818	3.612968	3.641066	0.206106	5.461873	1.356392	1.761313	4.748603	2.806619	3.226196	4.451958	2.68273	3.422615	4.790233	3.225316	5.076478	2.790372	2.839844	1.376236	1.927874	0.799164	9.756895	0.529976	2.349805	1.813704	2.98747	1.392818	2.072969	2.12157	1.955751	3.814509	0.9669	1.347403	1.664649	0.859313	1.517492	3.861544	0.145166	0.661211	2.04786	2.266941	1.500277	2.672434	3.200118	0.406001	0.833394	2.828117	2.716808	1.195112	2.03533	1.674603	1.07993	1.402845	2.86619	1.919435	1.74395	0.786023	1.490933	1.534328	3.686755	3.092792	0.653205	1.932978	2.660793	3.228665	1.313815	3.010879	0.738181	2.522528	1.48252	0.414918	0.126804	2.701072	0.472674	1.873214	0.8916	2.458238	1.017841	1.143971	1.535847
hsa-miR-1250-5p	0	0.124913	0	0.170465	0	0	0.161636	0	0	0.206106	0.287467	0	0	0.296788	0	0.189776	0.108584	0	0	0	0.097737	0	0	0	0	0.175261	0	0	0	0	0	0	0	0	0	0	0.254301	0	0	0	0.245518	0.252915	0	0	0	0	0	0	0	0	0	0	0	0	0	0.145381	0.128816	0.308551	0	0	0.174494	0	0	0	0.170481	0.409639	0	0	0	0	0	0.187688	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1251-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.561324	0	0	0	0	0	0	0	0	0	0.229372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.245518	0	0	1.016165	0.132242	0	0	0	0.098979	0.933367	0.270667	2.222383	3.727973	0	0.853652	0	0	0	0.200406	1.273862	0.174494	0	0	0.124244	0.340962	0	0	0	1.159787	0	0	0.563064	0	0.24606	1.57658	0.164724	0.276612	0	0	0	0.187321	1.24824	0.273138	9.771284	0.228794	0
hsa-miR-1252-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1255a	0.612631	0	0	0.34093	0	0.208477	0	0	0	0.206106	0	0	0	0	0	0	0	0.282392	0	0	0.097737	0.175051	0.643932	0	0.114686	0	0	0	0.132494	0	0	0	0	0	0	0	0	0	0.13474	0	0	0	0.965386	0.290332	0.264484	0.136524	0.302258	0.125023	0.098979	0	0.135334	0	0.128551	0	0	0	0	0.154276	0	0.159233	0	0.475623	0	0.124244	0	0	0	0	0.193298	0	0	0	0	0.24606	0.315316	0	0.276612	0.126804	0.450179	0	0	0	0	0	0	0
hsa-miR-1256	0	0	0	0	0	0	0	0	0	0.206106	0.287467	0	0	0	0	0	0	0	0	0	0	0	0	0.202846	0	0.175261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.252915	0	0	0	0	0	0	0	0	0.135334	0	0	0	0	0.145381	0	0	0	0.159233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1257	0	0	0	0	0	0	0	0.301081	0	0.206106	0	0	0	0	0.561324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.47146	0	0.508601	0	0	0	0	0	0	0	0	0	0	0	0	0.133338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.409639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-1258	0	0.124913	0	0.34093	0	0.416954	0.808181	0.602162	0.364107	0	0	1.017294	0	0	0	0	0.434337	2.117945	0	0.140889	3.225318	0.175051	1.931796	0.202846	0.57343	0.175261	1.065552	0.69692	0.397482	0	0	1.991648	0	0.414594	0	0.279393	0	3.223001	0.673701	0.277441	0.368277	0.50583	0.482693	1.016163	2.777084	1.501764	1.511292	1.875345	4.256099	1.200044	1.624005	5.555959	1.156958	0.319624	0.17073	2.035331	3.993284	8.330885	4.208532	2.38849	4.711343	5.073308	1.965058	3.727331	5.114428	2.048195	1.632308	6.205454	1.353085	9.0467	0.35874	2.439944	1.254534	0.49212	1.891896	0.164724	0.829836	2.409279	1.350537	0.945348	2.997141	2.31816	2.185102	0.610704	2.974325	1.343867
hsa-miR-125a-3p	9.189465	3.497574	5.127204	3.750223	6.564365	5.837355	6.303816	5.41945	10.55909	7.007589	9.486411	10.851133	3.082299	10.981145	8.139195	9.488813	5.537801	2.682729	4.753632	6.621793	4.789107	9.277702	8.371115	9.533766	6.078372	9.464112	14.118564	2.787685	5.962221	2.545622	3.627408	1.659706	2.785637	19.900498	7.30763	3.352716	13.223631	13.858909	9.56656	2.358252	4.173808	5.311223	7.240395	4.354989	7.405564	4.77834	8.61437	6.501203	3.761204	3.200118	4.195344	6.389353	5.527683	5.113991	2.390226	10.176652	5.152622	7.868055	5.611379	7.8024	4.18786	21.561555	3.930117	5.342509	3.921059	3.686754	5.326474	3.102726	7.538616	11.441414	5.560479	2.909162	3.01088	2.460603	2.207212	4.612284	3.457654	13.060844	4.501786	8.035465	3.371786	3.5664	6.828441	2.646389	1.830354	5.759424
hsa-miR-125a-5p	117.625149	155.517109	180.682737	101.937876	274.973943	160.944218	179.254716	89.722013	199.530376	176.220208	112.687069	187.182033	99.514186	130.289796	144.260212	255.818397	224.552441	171.83591	151.545833	122.996291	154.033283	240.695078	145.743246	229.824622	148.059967	165.797195	323.128631	114.713217	558.593713	482.297451	441.939206	522.973143	477.179645	121.890549	71.426197	87.170586	138.59383	147.935809	417.694846	417.965441	365.822056	559.701822	568.612403	434.047248	305.479508	193.31797	209.011841	154.403602	306.835118	203.740858	78.628863	322.801182	177.52863	156.935617	135.21847	197.28167	254.925937	133.448382	254.115295	185.346805	193.514051	257.311787	175.676195	346.020633	304.99016	133.542466	300.000723	262.58866	257.279404	175.878468	237.486234	326.01373	325.174939	288.259779	1061.353885	155.499911	150.200531	173.721912	144.507306	73.264539	282.480636	428.859517	840.171105	279.499457	623.006774	556.168295
hsa-miR-125b-1-3p	3.675786	2.373353	1.025441	0.34093	2.188122	1.667816	1.939636	1.204323	2.912854	1.236634	3.449604	1.356392	0.440328	2.671089	3.648605	3.415974	2.063103	1.129571	0.950726	1.127113	2.247948	1.400408	0.214644	1.01423	1.261548	0.876306	1.598328	1.115073	0.927458	0.391634	0.806091	0.663883	1.392818	0.414594	4.47887	0.558786	3.051608	6.123704	0.538962	0.138721	1.104831	0.50583	0.965386	1.59683	2.248117	1.638288	2.115811	2.625485	2.177539	2.266751	2.030005	1.666788	2.442465	5.913051	3.243877	3.489138	2.705127	4.011167	0.601219	2.866188	2.09393	1.90249	0.786023	1.615177	1.534328	2.048196	5.068742	2.939425	3.479361	5.853747	2.511183	1.783034	2.509066	2.214543	1.891896	0.823621	0.414918	4.184543	3.151252	1.890697	5.619641	0.8916	1.365688	0.610705	0.915176	0.959904
hsa-miR-125b-2-3p	22.667347	25.107581	15.176529	35.627119	21.881217	85.684035	25.538542	18.064835	9.102665	14.221284	30.471502	26.958283	2.201641	70.635471	7.016548	65.093258	17.916417	16.661163	32.895142	40.857873	30.005213	15.229435	82.208638	58.013981	23.510684	34.70174	4.262208	26.064851	34.44838	6.070329	7.859384	9.626293	29.527755	8.291875	12.49369	21.792647	13.986534	29.97392	2.425326	25.108447	24.920091	2.023322	11.101939	121.504196	57.525359	58.841841	47.303475	60.386187	52.755844	55.735394	26.5254	53.892797	58.362056	117.781622	69.145807	80.540932	62.089087	56.00204	64.731261	63.693063	82.535749	54.538052	51.681027	57.152419	64.271263	54.482046	141.752919	92.428596	84.471151	106.165671	113.900119	29.842363	23.836125	47.612689	46.35146	20.590558	44.119676	54.272249	56.722497	41.595353	42.147307	36.912233	25.128656	54.759909	31.802403	9.599039
hsa-miR-126-3p	425.778532	802.568219	605.215393	706.746549	697.281405	1060.939277	753.063774	1588.200049	1656.684689	1449.540017	690.495764	781.790172	1613.362729	1379.469177	837.495082	1379.863181	1098.113562	391.819764	1031.918746	1500.047548	1537.889402	1773.966493	804.700189	676.491718	708.875801	2212.849248	1288.518703	820.554937	1327.455031	1108.716266	1319.570413	987.8566	2526.57289	1011.194031	880.687368	419.089354	834.105983	1661.135453	1710.393029	3432.782195	2246.613903	2288.125797	2713.700275	629.441091	1127.232612	1666.684871	2129.260903	1293.489618	2035.702541	1305.648224	722.952483	3556.091151	1548.522713	1380.937564	1823.742039	1154.323116	2139.883621	970.701987	1004.837608	1760.316966	823.263565	727.226838	1160.366821	1812.849924	1119.717932	2140.36624	2385.486839	1292.693925	1798.829542	1007.642596	1683.031214	2073.574937	3892.815716	4508.442026	4042.667308	1617.100241	477.84791	536.635859	961.581317	559.173876	2695.179977	3516.291403	3147.090854	2226.427942	2751.022197	2922.715262
hsa-miR-126-5p	60.650467	117.168714	98.032177	107.563211	121.07606	185.127545	124.298354	174.325656	151.832422	267.31884	75.028891	180.569624	260.234	121.682954	61.745615	135.310472	94.902724	55.490151	106.671534	130.745197	162.634126	214.262383	118.054175	77.8929	83.491601	292.68638	127.866235	98.684031	102.41768	81.459901	96.529358	81.989443	158.224191	152.57048	109.37873	85.494229	183.859338	260.740895	141.342546	158.973912	351.704761	120.38774	94.607835	111.48772	204.843186	389.912515	442.960018	257.797757	456.887388	286.410579	206.248518	575.041692	406.09192	313.711425	321.656056	276.514176	296.790988	171.2459	218.843771	368.942055	181.997435	179.468233	198.07786	181.396812	252.482074	367.446605	691.324688	315.824917	348.12938	240.535756	414.165946	277.871807	304.349692	455.826924	302.072793	199.646072	98.059094	145.571354	268.306398	188.124432	308.518308	272.472907	138.207601	310.441861	263.113401	259.366022
hsa-miR-1260a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.189776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.132242	0	0	0	0	0	0	0	0.128551	0.159812	0.17073	0	0	0	0	0	0	0.158541	0	0	0	0.409639	0.085911	0	0	0	0.17937	0	0	0	0	0	0	0.126804	0	0	0	0	0	0	0	0
hsa-miR-1260b	0	0.124913	0.205088	0	0	0	0.161636	0	2.184639	0.206106	2.299736	0	0	0.296788	0.280662	0.759106	0.651506	0	0.38029	0.281778	0.097737	0.175051	0	0	0.114686	0.525784	0.799164	0	0	0	0	0	0	0	0	0	0.254301	0.3223	0	0	0	0.252915	0	0.145166	0	0.136524	0	0	0	0.133338	0.135334	0	0.128551	0.639248	0	0	0.257631	0	0	0	0	0.158541	0	0	0.340962	0	0.257733	0.326603	0.193298	0.266079	0.17937	0	0	0	0	0	0	0.126804	0	0.472674	0.187321	0	0	0	0	0
